alpha,phi,h
0.733333,0.055808,0.810283
0.521428,0.277613,0.944750
0.717857,0.131050,0.589375
0.350000,0.231550,0.875600
0.485714,0.264750,0.710150
0.607143,0.278225,0.783750
0.228571,0.127050,0.800000
0.771428,0.262967,0.639900
0.585714,0.186770,0.882760
0.557143,0.193650,0.804200
0.132143,0.052038,0.804950
0.695238,0.197050,0.594067
0.509524,0.045175,0.778133
0.132143,0.052038,0.804950
0.407143,0.291050,0.713300
0.400000,0.232320,0.815200
0.523810,0.371567,0.880900
0.607143,0.278225,0.783750
0.407142,0.380517,0.541867
0.578571,0.471287,0.911850
0.660714,0.792737,0.361150
0.350000,0.231550,0.875600
0.623810,0.103725,0.609167
0.407142,0.380517,0.541867
0.689286,0.096600,0.689950
0.407142,0.380517,0.541867
0.142857,0.218270,0.736800
0.689286,0.096600,0.689950
0.771428,0.262967,0.639900
0.607143,0.278225,0.783750
0.607143,0.278225,0.783750
0.406122,0.465757,0.912157
0.407142,0.380517,0.541867
0.692857,0.515850,0.801450
0.085714,0.120012,0.951975
0.190476,0.139000,0.914367
0.607143,0.278225,0.783750
0.600000,0.069629,0.890000
0.190476,0.139000,0.914367
0.214285,0.171675,0.602200
0.214285,0.171675,0.602200
0.407143,0.291050,0.713300
0.132143,0.052038,0.804950
0.585714,0.186770,0.882760
0.269048,0.327433,0.706683
0.607143,0.278225,0.783750
0.689286,0.096600,0.689950
0.642857,0.726675,0.349950
0.407143,0.291050,0.713300
0.406122,0.465757,0.912157
0.406122,0.465757,0.912157
0.771428,0.262967,0.639900
0.065306,0.222693,0.971429
0.447619,0.761483,0.858333
0.733333,0.055808,0.810283
0.523810,0.371567,0.880900
0.406122,0.465757,0.912157
0.065306,0.222693,0.971429
0.482857,0.147500,0.787820
0.695238,0.197050,0.594067
0.180953,0.785600,0.634067
0.607143,0.278225,0.783750
0.607143,0.278225,0.783750
0.214285,0.171675,0.602200
0.771428,0.262967,0.639900
0.607143,0.278225,0.783750
0.796428,0.250337,0.687350
0.689286,0.096600,0.689950
0.607143,0.278225,0.783750
0.695918,0.373693,0.851171
0.689286,0.096600,0.689950
0.607143,0.278225,0.783750
0.900000,0.054975,0.437600
0.623810,0.103725,0.609167
0.509524,0.045175,0.778133
0.482857,0.147500,0.787820
0.714286,0.268200,0.875300
0.523810,0.371567,0.880900
0.190476,0.139000,0.914367
0.835714,0.468937,0.604488
0.509524,0.045175,0.778133
0.585714,0.186770,0.882760
0.385714,0.075258,0.953100
0.132143,0.052038,0.804950
0.132143,0.052038,0.804950
0.407142,0.380517,0.541867
0.407142,0.380517,0.541867
0.695238,0.197050,0.594067
0.523810,0.371567,0.880900
0.607143,0.278225,0.783750
0.950000,0.254025,0.818750
0.692857,0.515850,0.801450
0.585714,0.260550,0.795000
0.623810,0.103725,0.609167
0.269048,0.327433,0.706683
0.521428,0.277613,0.944750
0.509524,0.045175,0.778133
0.065306,0.222693,0.971429
0.826190,0.179242,0.951750
0.214285,0.171675,0.602200
0.695238,0.197050,0.594067
0.422857,0.203670,0.980080
0.695918,0.373693,0.851171
0.695238,0.197050,0.594067
0.214285,0.171675,0.602200
0.557143,0.193650,0.804200
0.407142,0.380517,0.541867
0.695238,0.197050,0.594067
0.557143,0.193650,0.804200
0.695238,0.197050,0.594067
0.523810,0.371567,0.880900
0.407142,0.380517,0.541867
0.848571,0.193400,0.763880
0.848571,0.193400,0.763880
0.607143,0.278225,0.783750
0.623810,0.103725,0.609167
0.695238,0.197050,0.594067
0.400000,0.232320,0.815200
0.607143,0.278225,0.783750
0.607143,0.278225,0.783750
0.585714,0.186770,0.882760
0.578571,0.471287,0.911850
0.607143,0.278225,0.783750
0.585714,0.186770,0.882760
0.509524,0.045175,0.778133
0.214285,0.171675,0.602200
0.771428,0.262967,0.639900
0.451786,0.097925,0.709800
0.557143,0.193650,0.804200
0.600000,0.069629,0.890000
0.521428,0.277613,0.944750
0.578571,0.471287,0.911850
0.695918,0.373693,0.851171
0.407142,0.380517,0.541867
0.607143,0.278225,0.783750
0.482857,0.147500,0.787820
0.132143,0.052038,0.804950
0.900000,0.054975,0.437600
0.857143,0.042560,0.291780
0.451786,0.097925,0.709800
0.432143,0.610219,0.559038
0.065306,0.222693,0.971429
0.876786,0.438494,0.764988
0.523810,0.371567,0.880900
0.400000,0.232320,0.815200
0.623810,0.103725,0.609167
0.585714,0.186770,0.882760
0.485714,0.264750,0.710150
0.400000,0.232320,0.815200
0.657143,0.157867,0.352967
0.407143,0.291050,0.713300
0.585714,0.186770,0.882760
0.695238,0.197050,0.594067
0.607143,0.278225,0.783750
0.842857,0.353313,0.580700
0.900000,0.054975,0.437600
0.132143,0.052038,0.804950
0.523810,0.371567,0.880900
0.900000,0.054975,0.437600
0.407143,0.291050,0.713300
0.132143,0.052038,0.804950
0.689286,0.096600,0.689950
0.509524,0.045175,0.778133
0.400000,0.232320,0.815200
0.557143,0.193650,0.804200
0.771429,0.334650,0.917200
0.132143,0.052038,0.804950
0.692857,0.515850,0.801450
0.410204,0.099150,0.611829
0.214286,0.032000,0.590200
0.592857,0.017025,0.622150
0.908571,0.189310,0.505500
0.607143,0.278225,0.783750
0.780000,0.145840,0.821520
0.407142,0.380517,0.541867
0.689286,0.096600,0.689950
0.607143,0.278225,0.783750
0.304762,0.397483,0.837933
0.406122,0.465757,0.912157
0.557143,0.193650,0.804200
0.585714,0.186770,0.882760
0.578571,0.471287,0.911850
0.269048,0.327433,0.706683
0.695238,0.197050,0.594067
0.664286,0.037175,0.807100
0.523810,0.371567,0.880900
0.557143,0.193650,0.804200
0.695238,0.197050,0.594067
0.407142,0.380517,0.541867
0.485714,0.264750,0.710150
0.482857,0.147500,0.787820
0.407143,0.291050,0.713300
0.406122,0.465757,0.912157
0.482857,0.147500,0.787820
0.065306,0.222693,0.971429
0.523810,0.371567,0.880900
0.482857,0.147500,0.787820
0.780000,0.145840,0.821520
0.866667,0.098683,0.754100
0.523810,0.371567,0.880900
0.600000,0.069629,0.890000
0.407142,0.380517,0.541867
0.733333,0.055808,0.810283
0.780000,0.145840,0.821520
0.482857,0.147500,0.787820
0.132143,0.052038,0.804950
0.407143,0.291050,0.713300
0.578571,0.471287,0.911850
0.511428,0.033600,0.603140
0.509524,0.045175,0.778133
0.509524,0.045175,0.778133
0.835714,0.468937,0.604488
0.733333,0.055808,0.810283
0.887755,0.041586,0.942471
0.780000,0.145840,0.821520
0.400000,0.232320,0.815200
0.600000,0.069629,0.890000
0.523810,0.371567,0.880900
0.607143,0.278225,0.783750
0.695238,0.197050,0.594067
0.432143,0.610219,0.559038
0.585714,0.186770,0.882760
0.600000,0.069629,0.890000
0.607143,0.278225,0.783750
0.866667,0.132833,0.615500
0.623810,0.103725,0.609167
0.689286,0.096600,0.689950
0.623810,0.103725,0.609167
0.509524,0.045175,0.778133
0.132143,0.052038,0.804950
0.406122,0.465757,0.912157
0.689286,0.096600,0.689950
0.733333,0.055808,0.810283
0.482857,0.147500,0.787820
0.523810,0.371567,0.880900
0.733333,0.055808,0.810283
0.607143,0.278225,0.783750
0.692857,0.515850,0.801450
0.780000,0.145840,0.821520
0.523810,0.371567,0.880900
0.625000,0.141313,0.888325
0.623810,0.103725,0.609167
0.644898,0.079436,0.772186
0.406122,0.465757,0.912157
0.780000,0.145840,0.821520
0.796428,0.250337,0.687350
0.835714,0.468937,0.604488
0.132143,0.052038,0.804950
0.642858,0.277614,0.964729
0.523810,0.371567,0.880900
0.132143,0.052038,0.804950
0.132143,0.052038,0.804950
0.190476,0.139000,0.914367
0.578571,0.471287,0.911850
0.695238,0.197050,0.594067
0.509524,0.045175,0.778133
0.407142,0.380517,0.541867
0.667532,0.345073,0.709118
0.625000,0.141313,0.888325
0.523810,0.371567,0.880900
0.406122,0.465757,0.912157
0.695238,0.197050,0.594067
0.085714,0.120012,0.951975
0.132143,0.052038,0.804950
0.523810,0.371567,0.880900
0.471429,0.085150,0.238650
0.523810,0.371567,0.880900
0.132143,0.052038,0.804950
0.689286,0.096600,0.689950
0.689286,0.096600,0.689950
0.947619,0.123575,0.600383
0.793651,0.264339,0.609978
0.511429,0.021830,0.890700
0.504762,0.177117,0.790400
0.947619,0.123575,0.600383
0.691428,0.747770,0.715440
0.875000,0.174013,0.970850
0.511429,0.021830,0.890700
0.511429,0.021830,0.890700
0.553571,0.276537,0.890000
1.000000,0.138700,0.882200
0.457143,0.272329,0.925286
0.457143,0.272329,0.925286
0.947619,0.123575,0.600383
0.508571,0.427580,0.736780
0.875000,0.174013,0.970850
0.947619,0.123575,0.600383
0.214286,0.100100,0.979300
0.716071,0.106406,0.539400
0.207143,0.037075,0.765600
0.438775,0.079236,0.616686
0.533333,0.004467,0.977867
0.875000,0.174013,0.970850
0.553571,0.276537,0.890000
0.408572,0.222700,0.880880
0.504762,0.177117,0.790400
0.897959,0.523093,0.584071
0.914286,0.198800,0.933000
0.511429,0.021830,0.890700
0.914286,0.198800,0.933000
0.471429,0.104733,0.761283
0.204762,0.146433,0.950533
0.792857,0.266125,0.837900
0.657143,0.695200,0.450600
0.423809,0.135650,0.923867
0.833333,0.336783,0.815100
0.207143,0.037075,0.765600
0.508571,0.427580,0.736780
0.793651,0.264339,0.609978
0.371428,0.028375,0.716250
0.511429,0.021830,0.890700
0.471429,0.104733,0.761283
0.564286,0.683575,0.987050
0.947619,0.123575,0.600383
0.204762,0.146433,0.950533
0.728571,0.469650,0.999500
0.833333,0.336783,0.815100
0.504762,0.177117,0.790400
0.794286,0.186270,0.798300
0.947619,0.123575,0.600383
0.393877,0.422914,0.732029
0.371428,0.028375,0.716250
0.728571,0.469650,0.999500
0.903571,0.638813,0.477425
0.273809,0.390725,0.696967
0.508571,0.427580,0.736780
0.204762,0.146433,0.950533
0.466666,0.454433,0.644400
0.295238,0.054317,0.601833
0.897959,0.523093,0.584071
0.438775,0.079236,0.616686
0.589796,0.180236,0.911914
0.691428,0.747770,0.715440
0.947619,0.123575,0.600383
0.947619,0.123575,0.600383
0.664285,0.341325,0.520375
0.200000,0.040133,0.837100
0.438775,0.079236,0.616686
0.633333,0.162683,0.788233
0.508571,0.427580,0.736780
0.511429,0.021830,0.890700
0.204762,0.146433,0.950533
0.528571,0.347750,0.813350
0.932653,0.545071,0.733929
0.528571,0.279500,0.401100
0.371428,0.028375,0.716250
0.947619,0.123575,0.600383
0.504762,0.177117,0.790400
0.207143,0.037075,0.765600
0.402857,0.062700,0.895480
0.464286,0.269550,0.439117
0.838095,0.597683,0.721733
0.657143,0.695200,0.450600
0.393877,0.422914,0.732029
0.506123,0.224000,0.933271
0.604762,0.729158,0.761767
0.457143,0.272329,0.925286
0.947619,0.123575,0.600383
0.535714,0.325833,0.946883
0.728571,0.469650,0.999500
0.457143,0.272329,0.925286
0.535714,0.325833,0.946883
0.947619,0.123575,0.600383
0.423809,0.135650,0.923867
0.423809,0.135650,0.923867
0.514286,0.216000,0.660200
0.473809,0.183025,0.539850
0.633333,0.162683,0.788233
0.508571,0.427580,0.736780
0.535714,0.325833,0.946883
0.728571,0.469650,0.999500
0.914286,0.198800,0.933000
0.947619,0.123575,0.600383
0.504762,0.177117,0.790400
0.400000,0.138617,0.663983
0.504762,0.177117,0.790400
0.704762,0.105800,0.885333
0.553571,0.276537,0.890000
0.833333,0.336783,0.815100
0.947619,0.123575,0.600383
0.932653,0.545071,0.733929
0.947619,0.123575,0.600383
0.466666,0.454433,0.644400
0.660000,0.477000,0.958300
0.833333,0.336783,0.815100
0.457143,0.272329,0.925286
0.466666,0.454433,0.644400
0.947619,0.123575,0.600383
0.506123,0.224000,0.933271
0.914286,0.198800,0.933000
0.457143,0.272329,0.925286
0.728571,0.469650,0.999500
0.514286,0.216000,0.660200
0.947619,0.123575,0.600383
0.567857,0.107025,0.930175
0.295238,0.054317,0.601833
0.528571,0.347750,0.813350
0.947619,0.123575,0.600383
0.393877,0.422914,0.732029
0.514286,0.216000,0.660200
0.947619,0.123575,0.600383
0.204762,0.146433,0.950533
0.393877,0.422914,0.732029
0.508571,0.427580,0.736780
0.204762,0.146433,0.950533
0.204762,0.146433,0.950533
0.466666,0.454433,0.644400
0.471429,0.104733,0.761283
0.508571,0.427580,0.736780
0.514286,0.216000,0.660200
0.364286,0.192162,0.835450
0.423809,0.135650,0.923867
0.393877,0.422914,0.732029
0.535714,0.325833,0.946883
0.553571,0.276537,0.890000
0.423809,0.135650,0.923867
0.466666,0.454433,0.644400
0.504762,0.177117,0.790400
0.393877,0.422914,0.732029
0.757143,0.179467,0.642367
0.157143,0.445570,0.626020
0.466666,0.454433,0.644400
0.423809,0.135650,0.923867
0.438775,0.079236,0.616686
0.947619,0.123575,0.600383
0.511429,0.021830,0.890700
0.793651,0.264339,0.609978
0.947619,0.123575,0.600383
0.457143,0.272329,0.925286
0.947619,0.123575,0.600383
0.506123,0.224000,0.933271
0.728571,0.469650,0.999500
0.947619,0.123575,0.600383
0.533333,0.004467,0.977867
0.500000,0.321100,0.520500
0.314286,0.230450,0.987000
0.914286,0.198800,0.933000
0.947619,0.123575,0.600383
0.504762,0.177117,0.790400
0.833333,0.336783,0.815100
0.393877,0.422914,0.732029
0.728571,0.469650,0.999500
0.511429,0.021830,0.890700
0.614286,0.078983,0.960900
0.457143,0.272329,0.925286
0.947619,0.123575,0.600383
0.393877,0.422914,0.732029
0.600000,0.025550,0.639400
0.553571,0.276537,0.890000
0.833333,0.336783,0.815100
0.728571,0.469650,0.999500
0.947619,0.123575,0.600383
0.457143,0.272329,0.925286
0.506123,0.224000,0.933271
0.947619,0.123575,0.600383
0.511429,0.021830,0.890700
0.757143,0.179467,0.642367
0.535714,0.325833,0.946883
0.947619,0.123575,0.600383
0.402857,0.062700,0.895480
0.375510,0.208264,0.676429
0.506123,0.224000,0.933271
0.423809,0.135650,0.923867
0.728571,0.469650,0.999500
0.793651,0.264339,0.609978
0.535714,0.325833,0.946883
0.947619,0.123575,0.600383
0.508571,0.427580,0.736780
0.204762,0.146433,0.950533
0.402857,0.062700,0.895480
1.000000,0.138700,0.882200
0.947619,0.123575,0.600383
0.728571,0.469650,0.999500
0.947619,0.123575,0.600383
0.514286,0.216000,0.660200
0.200000,0.040133,0.837100
0.935715,0.165275,0.628650
0.457143,0.272329,0.925286
0.792857,0.266125,0.837900
0.652381,0.323542,0.719217
0.300000,0.242525,0.911475
0.535714,0.325833,0.946883
0.504762,0.177117,0.790400
0.457143,0.272329,0.925286
0.563265,0.159207,0.231586
0.457143,0.272329,0.925286
1.000000,0.138700,0.882200
0.402857,0.062700,0.895480
0.511429,0.021830,0.890700
0.947619,0.123575,0.600383
0.757143,0.179467,0.642367
0.393877,0.422914,0.732029
1.000000,0.138700,0.882200
0.793651,0.264339,0.609978
0.402857,0.062700,0.895480
0.408572,0.222700,0.880880
0.833333,0.336783,0.815100
0.423809,0.135650,0.923867
0.833333,0.336783,0.815100
1.000000,0.138700,0.882200
0.438775,0.079236,0.616686
0.423809,0.135650,0.923867
0.393877,0.422914,0.732029
0.568571,0.728190,0.807260
0.408572,0.222700,0.880880
0.423809,0.135650,0.923867
0.204762,0.146433,0.950533
0.393877,0.422914,0.732029
0.757143,0.179467,0.642367
0.793651,0.264339,0.609978
0.792857,0.266125,0.837900
0.526191,0.149258,0.739033
0.794286,0.186270,0.798300
0.535714,0.325833,0.946883
0.393877,0.422914,0.732029
0.794286,0.186270,0.798300
0.508571,0.427580,0.736780
0.200000,0.040133,0.837100
0.506123,0.224000,0.933271
0.423809,0.135650,0.923867
0.471429,0.104733,0.761283
0.614286,0.078983,0.960900
0.914286,0.198800,0.933000
0.506123,0.224000,0.933271
0.535714,0.325833,0.946883
0.564285,0.123017,0.694933
0.393877,0.422914,0.732029
0.457143,0.272329,0.925286
0.438775,0.079236,0.616686
0.947619,0.123575,0.600383
0.466666,0.454433,0.644400
0.402857,0.062700,0.895480
0.535714,0.325833,0.946883
0.457143,0.272329,0.925286
0.947619,0.123575,0.600383
0.553571,0.276537,0.890000
0.393877,0.422914,0.732029
0.833333,0.336783,0.815100
0.947619,0.123575,0.600383
0.393877,0.422914,0.732029
0.466666,0.454433,0.644400
0.402857,0.062700,0.895480
0.728571,0.469650,0.999500
0.466666,0.454433,0.644400
0.423809,0.135650,0.923867
0.508571,0.427580,0.736780
0.471429,0.104733,0.761283
0.508571,0.427580,0.736780
0.204762,0.146433,0.950533
0.600000,0.025550,0.639400
0.508571,0.427580,0.736780
0.833333,0.336783,0.815100
0.783333,0.422558,0.727900
0.554286,0.052100,0.682680
0.471429,0.104733,0.761283
0.947619,0.123575,0.600383
0.423809,0.135650,0.923867
0.508571,0.427580,0.736780
0.728571,0.469650,0.999500
0.833333,0.336783,0.815100
0.457143,0.272329,0.925286
0.947619,0.123575,0.600383
0.535714,0.325833,0.946883
0.273809,0.390725,0.696967
0.393877,0.422914,0.732029
0.689286,0.107725,0.291300
0.457143,0.272329,0.925286
0.508571,0.427580,0.736780
1.000000,0.138700,0.882200
0.457143,0.272329,0.925286
0.947619,0.123575,0.600383
0.947619,0.123575,0.600383
0.794286,0.186270,0.798300
0.833333,0.336783,0.815100
0.423809,0.135650,0.923867
0.794286,0.186270,0.798300
0.423809,0.135650,0.923867
0.535714,0.325833,0.946883
0.514286,0.216000,0.660200
0.728571,0.469650,0.999500
0.535714,0.325833,0.946883
0.504762,0.177117,0.790400
0.500000,0.321100,0.520500
0.393877,0.422914,0.732029
0.207143,0.037075,0.765600
0.554286,0.052100,0.682680
0.728571,0.469650,0.999500
0.792857,0.266125,0.837900
0.295238,0.054317,0.601833
0.393877,0.422914,0.732029
0.393877,0.422914,0.732029
0.728571,0.469650,0.999500
0.466666,0.454433,0.644400
0.300000,0.242525,0.911475
0.110714,0.652750,0.966150
0.511429,0.021830,0.890700
0.947619,0.123575,0.600383
0.833333,0.336783,0.815100
0.728571,0.469650,0.999500
0.402857,0.062700,0.895480
0.947619,0.123575,0.600383
0.204762,0.146433,0.950533
1.000000,0.138700,0.882200
0.792857,0.266125,0.837900
1.000000,0.138700,0.882200
0.457143,0.272329,0.925286
0.506123,0.224000,0.933271
0.204762,0.146433,0.950533
0.200000,0.097950,0.548833
0.508571,0.427580,0.736780
0.471429,0.104733,0.761283
0.652381,0.323542,0.719217
0.947619,0.123575,0.600383
0.728571,0.469650,0.999500
0.728571,0.469650,0.999500
0.408572,0.222700,0.880880
0.833333,0.336783,0.815100
0.423809,0.135650,0.923867
0.508571,0.427580,0.736780
0.554286,0.052100,0.682680
0.438775,0.079236,0.616686
0.553571,0.276537,0.890000
0.838095,0.597683,0.721733
0.792857,0.266125,0.837900
0.535714,0.325833,0.946883
0.947619,0.123575,0.600383
0.408572,0.222700,0.880880
0.393877,0.422914,0.732029
0.533333,0.004467,0.977867
0.500000,0.321100,0.520500
0.457143,0.272329,0.925286
0.828571,0.193583,0.767300
0.947619,0.123575,0.600383
0.408572,0.222700,0.880880
0.457143,0.272329,0.925286
0.393877,0.422914,0.732029
0.589796,0.180236,0.911914
0.204762,0.146433,0.950533
0.553571,0.276537,0.890000
0.614286,0.078983,0.960900
0.553571,0.276537,0.890000
1.000000,0.138700,0.882200
0.466666,0.454433,0.644400
0.508571,0.427580,0.736780
0.728571,0.469650,0.999500
0.947619,0.123575,0.600383
0.945714,0.112030,0.850620
0.200000,0.040133,0.837100
0.204762,0.146433,0.950533
0.393877,0.422914,0.732029
0.457143,0.272329,0.925286
0.457143,0.272329,0.925286
0.457143,0.272329,0.925286
0.204762,0.146433,0.950533
0.508571,0.427580,0.736780
0.833333,0.336783,0.815100
0.700000,0.019375,0.861750
0.728571,0.500267,0.771733
0.553571,0.276537,0.890000
0.535714,0.325833,0.946883
0.508571,0.427580,0.736780
0.589796,0.180236,0.911914
0.423809,0.135650,0.923867
0.402857,0.062700,0.895480
0.204762,0.146433,0.950533
1.000000,0.138700,0.882200
0.508571,0.427580,0.736780
0.457143,0.272329,0.925286
0.947619,0.123575,0.600383
0.728571,0.469650,0.999500
0.883673,0.036971,0.694314
0.619047,0.086617,0.539700
0.371429,0.138630,0.831400
0.557143,0.159170,0.578360
0.776190,0.564833,0.932500
0.776190,0.564833,0.932500
0.483674,0.162714,0.693557
0.452381,0.049692,0.923433
0.257143,0.135300,0.661250
0.757143,0.520550,0.735200
0.575000,0.389587,0.809238
0.461905,0.218117,0.725183
0.257143,0.135300,0.661250
0.554286,0.061560,0.883680
0.671428,0.575825,0.559700
0.926530,0.088679,0.503186
0.450000,0.181800,0.906850
0.675000,0.467963,0.614475
0.675000,0.467963,0.614475
0.637143,0.061990,0.737240
0.450000,0.181800,0.906850
0.554286,0.061560,0.883680
0.665306,0.056929,0.612557
0.495238,0.790056,0.862300
0.685714,0.517060,0.648040
0.642857,0.298700,0.928400
0.665306,0.056929,0.612557
0.557143,0.664433,0.664667
0.528571,0.897975,0.599300
0.450000,0.181800,0.906850
0.483674,0.162714,0.693557
0.495238,0.477383,0.632700
0.461905,0.218117,0.725183
0.700000,0.168275,0.859600
0.637143,0.061990,0.737240
0.708163,0.482536,0.758443
0.637143,0.061990,0.737240
0.554286,0.061560,0.883680
0.450000,0.181800,0.906850
0.385714,0.141867,0.702400
0.637143,0.061990,0.737240
0.500000,0.049600,0.969750
0.317143,0.612390,0.884660
0.700000,0.168275,0.859600
0.461905,0.218117,0.725183
0.914286,0.154713,0.172875
0.876190,0.163500,0.969100
0.642857,0.251450,0.562944
0.450000,0.181800,0.906850
0.642857,0.298700,0.928400
0.557143,0.159170,0.578360
0.637143,0.061990,0.737240
0.785714,0.139600,0.946400
0.952381,0.433500,0.722300
0.178571,0.036950,0.953250
0.408572,0.317690,0.785520
0.385714,0.096200,0.775850
0.495238,0.477383,0.632700
0.357143,0.259775,0.774000
0.842857,0.447257,0.729886
0.685714,0.517060,0.648040
0.483674,0.162714,0.693557
0.665306,0.056929,0.612557
0.421428,0.261925,0.697500
0.642857,0.298700,0.928400
0.495238,0.477383,0.632700
0.637143,0.061990,0.737240
